run_id,timestamp,bag_id,event,component,flight_id,dest,true_dest,weight,entry_line,is_early,requires_mcs,expected_branch,chosen_branch,queue_length,busy,throughput,transit_time,attack_flag,scenario
dos_run12,0.6671505172027951,BAG000001,checkin,CHECKIN1,FL982,C,C,23.6,1,0,0,,,,,,,,dos
dos_run12,0.6671505172027951,BAG000001,conveyor_enter,CONV_CI1,,,,,,,,,,,,,,,dos
dos_run12,0.6747431485993453,BAG000002,checkin,CHECKIN1,FL888,D,D,14.8,1,0,0,,,,,,,,dos
dos_run12,1.0,,telemetry,CONV_CI1,,,,,,,,,,1,1,,,,dos
dos_run12,1.0,,telemetry,CONV_CI2,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,CONV_X1,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,CONV_X2,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,CONV_TO_STORAGE,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,CONV_STORAGE_TO_MAIN,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,CONV_TO_MCS,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,CONV_MCS_TO_MAIN,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,CONV_MAIN,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,CONV_MAIN_D1,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,CONV_MAIN_D2,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,CONV_MAIN_D3,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,CONV_TO_A,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,CONV_TO_B,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,CONV_TO_C,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,CONV_TO_D,,,,,,,,,,0,0,,,,dos
dos_run12,1.0,,telemetry,MCS,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_CI1,,,,,,,,,,1,1,,,,dos
dos_run12,2.0,,telemetry,CONV_CI2,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_X1,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_X2,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_TO_STORAGE,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_STORAGE_TO_MAIN,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_TO_MCS,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_MCS_TO_MAIN,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_MAIN,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_MAIN_D1,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_MAIN_D2,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_MAIN_D3,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_TO_A,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_TO_B,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_TO_C,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,CONV_TO_D,,,,,,,,,,0,0,,,,dos
dos_run12,2.0,,telemetry,MCS,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_CI1,,,,,,,,,,1,1,,,,dos
dos_run12,3.0,,telemetry,CONV_CI2,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_X1,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_X2,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_TO_STORAGE,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_STORAGE_TO_MAIN,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_TO_MCS,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_MCS_TO_MAIN,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_MAIN,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_MAIN_D1,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_MAIN_D2,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_MAIN_D3,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_TO_A,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_TO_B,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_TO_C,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,CONV_TO_D,,,,,,,,,,0,0,,,,dos
dos_run12,3.0,,telemetry,MCS,,,,,,,,,,0,0,,,,dos
dos_run12,3.8971588820952423,BAG000003,checkin,CHECKIN1,FL944,A,A,14.2,1,1,0,,,,,,,,dos
dos_run12,4.0,,telemetry,CONV_CI1,,,,,,,,,,2,1,,,,dos
dos_run12,4.0,,telemetry,CONV_CI2,,,,,,,,,,0,0,,,,dos
dos_run12,4.0,,telemetry,CONV_X1,,,,,,,,,,0,0,,,,dos
dos_run12,4.0,,telemetry,CONV_X2,,,,,,,,,,0,0,,,,dos
dos_run12,4.0,,telemetry,CONV_TO_STORAGE,,,,,,,,,,0,0,,,,dos
